library_id	ref_genome	ann_file	ann_file_ver	stranded	sequences	user
330	chicken	GFF3	gff-version 3		330_fil.fq.gz	old update
497	chicken	GFF3	gff-version 3		497_TGACCA_L005_R1_001.fastq.gz	old update
490	chicken	GFF3	gff-version 3		490_ATGTCA_L002_R1_001.fastq.gz	old update
337	chicken	GFF3	gff-version 3		337_fil.fq.gz	old update
213	chicken	GFF3	gff-version 3		213_GCCAAT_L004_R1_001.fastq.gz	old update
18	chicken	GFF3	gff-version 3		18_CAGATC_L004_R1_001.fastq.gz	old update
672	chicken	GFF3	gff-version 3		672_GTGAAA_L004_R1_001.fastq.gz	old update
565	chicken	GFF3	gff-version 3		565_ATGTCA_L002_R1_001.fastq.gz	old update
917	chicken				917_GGCTAC_L004_R1_001.fastq,917_GGCTAC_L004_R2_001.fastq	old update
339	chicken	GFF3	gff-version 3		339_fil.fq.gz	old update
841	chicken				841_ATGTCA_L002_R1_001.fastq	old update
724	chicken	GFF3	gff-version 3		724_CTTGTA_L005_R1_001.fastq,724_CTTGTA_L005_R1_001.fastq	old update
16	chicken	GFF3	gff-version 3		16_GCCAAT_L004_R1_001.fastq.gz	old update
919	chicken				919_GTTTCG_L004_R1_001.fastq,919_GTTTCG_L004_R2_001.fastq	old update
846	chicken				846_CTTGTA_L002_R1_001.fastq	old update
897	chicken				897_GTTTCG_L002_R1_001.fastq,897_GTTTCG_L002_R2_001.fastq	old update
342	chicken	GFF3	gff-version 3		342_fil.fq.gz	old update
448	chicken	GFF3	gff-version 3		448_CAGATC_L001_R1_001.fastq.gz	old update
499	chicken	GFF3	gff-version 3		499_GCCAAT_L005_R1_001.fastq.gz	old update
510	chicken	GFF3	gff-version 3		510_AGTCAA_L006_R1_001.fastq.gz	old update
377	chicken	GFF3	gff-version 3		377_fil.fq.gz	old update
559	chicken	GFF3	gff-version 3		559_CGATGT_L005_R1_001.fastq.gz	old update
588	chicken	GFF3	gff-version 3		588_GCCAAT_L001_R1_001.fastq.gz	old update
957	chicken				957_GTTTCG_L001_R1_001.fastq,957_GTTTCG_L001_R2_001.fastq	old update
525	chicken	GFF3	gff-version 3		525_ACAGTG_L007_R1_001.fastq.gz	old update
632	chicken	GFF3	gff-version 3		632_CCGTCC_L005_R1_001.fastq.gz	old update
986	chicken				986_CTTGTA_L007_R1_001.fastq,986_CTTGTA_L007_R2_001.fastq	old update
808	chicken				808_GATCAG_L006_R1_001.fastq	old update
522	chicken	GFF3	gff-version 3		522_CTTGTA_L007_R1_001.fastq.gz	old update
635	chicken	GFF3	gff-version 3		635_CAGATC_L005_R1_001.fastq.gz	old update
981	chicken				981_CGATGT_L007_R1_001.fastq,981_CGATGT_L007_R2_001.fastq	old update
711	chicken				711_GCCAAT_L005_R1_001.fastq	old update
370	chicken	GFF3	gff-version 3		370_CGATGT_L004_R1_001.fastq.gz	old update
649	chicken	GFF3	gff-version 3		649_ACAGTG_L006_R1_001.fastq.gz	old update
228	chicken	GFF3	gff-version 3		228_CAGATC_L006_R1_001.fastq.gz	old update
302	chicken	GFF3	gff-version 3		302_TGACCA_L001_R1_001.fastq.gz	old update
80	chicken	GFF3	gff-version 3		80_TGACCA_L004_R1_001.fastq.gz	old update
550	chicken	GFF3	gff-version 3		550_ACAGTG_L006_R1_001.fastq.gz	old update
922	chicken				922_TTAGGC_L005_R1_001.fastq,922_TTAGGC_L005_R2_001.fastq	old update
647	chicken	GFF3	gff-version 3		647_CGATGT_L006_R1_001.fastq.gz	old update
581	chicken	GFF3	gff-version 3		581_CTTGTA_L004_R1_001.fastq.gz	old update
226	chicken	GFF3	gff-version 3		226_ACAGTG_L006_R1_001.fastq.gz	old update
379	chicken	GFF3	gff-version 3		379_fil.fq.gz	old update
925	chicken				925_TAGCTT_L005_R1_001.fastq,925_TAGCTT_L005_R2_001.fastq	old update
557	chicken	GFF3	gff-version 3		557_GTGAAA_L005_R1_001.fastq.gz	old update
221	chicken	GFF3	gff-version 3		221_CAGATC_L005_R1_001.fastq.gz	old update
586	chicken	GFF3	gff-version 3		586_CCGTCC_L001_R1_001.fastq.gz	old update
305	chicken	GFF3	gff-version 3		305_CAGATC_L001_R1_001.fastq.gz	old update
651	chicken	GFF3	gff-version 3		651_CAGATC_L006_R1_001.fastq.gz	old update
546	chicken	GFF3	gff-version 3		546_ATGTCA_L007_R1_001.fastq.gz	old update
680	chicken	GFF3	gff-version 3		680_CCGTCC_L005_R1_001.fastq.gz	old update
709	chicken				709_TGACCA_L005_R1_001.fastq	old update
810	chicken				810_CGTACG_L006_R1_001.fastq	old update
656	chicken	GFF3	gff-version 3		656_CCGTCC_L002_R1_001.fastq.gz	old update
590	chicken	GFF3	gff-version 3		590_CAGATC_L007_R1_001.fastq.gz	old update
933	chicken				933_GTGGCC_L006_R1_001.fastq,933_GTGGCC_L006_R2_001.fastq	old update
541	chicken	GFF3	gff-version 3		541_GTGAAA_L003_R1_001.fastq.gz	old update
687	chicken	GFF3	gff-version 3		687_TGACCA_L006_R1_001.fastq.gz	old update
990	chicken				990_CAGATC_L002_R1_001.fastq,990_CAGATC_L002_R2_001.fastq	old update
533	chicken	GFF3	gff-version 3		533_GCCAAT_L005_R1_001.fastq.gz	old update
819	chicken				819_GCCAAT_L001_R1_001.fastq	old update
658	chicken	GFF3	gff-version 3		658_GTGAAA_L002_R1_001.fastq.gz	old update
239	chicken	GFF3	gff-version 3		239_TGACCA_L008_R1_001.fastq.gz	old update
32	chicken	GFF3	gff-version 3		32.fastq.gz	old update
689	chicken	GFF3	gff-version 3		689_ACAGTG_L006_R1_001.fastq.gz	old update
865	chicken				865_GCCAAT_L001_R1_001.fastq,865_GCCAAT_L001_R2_001.fastq	old update
361	chicken	GFF3	gff-version 3		361_AAAA.fastq.gz	old update
366	chicken	GFF3	gff-version 3		366_CACG.fastq.gz	old update
623	chicken	GFF3	gff-version 3		623_GTCCGC_L003_R1_001.fastq.gz	old update
242	chicken	GFF3	gff-version 3		242_CAGATC_L008_R1_001.fastq.gz	old update
997	chicken				997_GTGAAA_L002_R1_001.fastq,997_GTGAAA_L002_R2_001.fastq	old update
98	chicken	GFF3	gff-version 3		98_GCCAAT_L007_R1_001.fastq.gz	old update
886	chicken	GFF3	gff-version 3		886_ATTCCT_L001_R1_001.fastq,886_ATTCCT_L001_R2_001.fastq	old update
382	chicken	GFF3	gff-version 3		382_fil.fq.gz	old update
501	chicken	GFF3	gff-version 3		501_CTTGTA_L005_R1_001.fastq.gz	old update
277	chicken	GFF3	gff-version 3		277_TGACCA_L002_R1_001.fastq.gz	old update
616	chicken	GFF3	gff-version 3		616_CCGTCC_L004_R1_001.fastq.gz	old update
488	chicken	GFF3	gff-version 3		488_ATGTCA_L001_R1_001.fastq.gz	old update
459	chicken	GFF3	gff-version 3		459_GTCCGC_L002_R1_001.fastq.gz	old update
506	chicken	GFF3	gff-version 3		506_GCCAAT_L007_R1_001.fastq.gz	old update
270	chicken	GFF3	gff-version 3		270_CGATGT_L007_R1_001.fastq.gz	old update
611	chicken	GFF3	gff-version 3		611_TGACCA_L003_R1_001.fastq.gz	old update
328	chicken	GFF3	gff-version 3		328_fil.fq.gz	old update
881	chicken				881_GTGGCC_L001_R1_001.fastq,881_GTGGCC_L001_R2_001.fastq	old update
354	chicken	GFF3	gff-version 3		354_fil.fq.gz	old update
735	chicken	GFF3	gff-version 3		735_ACAGTG_L001_R1_001.fastq,735_ACAGTG_L001_R1_001.fastq	old update
385	chicken	GFF3	gff-version 3		385_fil.fq.gz	old update
508	chicken	GFF3	gff-version 3		508_CTTGTA_L007_R1_001.fastq.gz	old update
326	chicken	GFF3	gff-version 3		326_fil.fq.gz	old update
481	chicken	GFF3	gff-version 3		481_GTCCGC_L006_R1_001.fastq.gz	old update
450	chicken	GFF3	gff-version 3		450_CCGTCC_L001_R1_001.fastq.gz	old update
663	chicken	GFF3	gff-version 3		663_ACAGTG_L003_R1_001.fastq.gz	old update
573	chicken	GFF3	gff-version 3		573_CCGTCC_L003_R1_001.fastq.gz	old update
901	chicken				901_ACTGAT_L003_R1_001.fastq,901_ACTGAT_L003_R2_001.fastq	old update
205	chicken	GFF3	gff-version 3		205_CTTGTA_L007_R1_001.fastq.gz	old update
664	chicken	GFF3	gff-version 3		664_GCCAAT_L003_R1_001.fastq.gz	old update
72	chicken	GFF3	gff-version 3		72_ACAGTG_L008_R1_001.fastq.gz	old update
618	chicken	GFF3	gff-version 3		618_ACAGTG_L004_R1_001.fastq.gz	old update
486	chicken	GFF3	gff-version 3		486_AGTCAA_L001_R1_001.fastq.gz	old update
321	chicken	GFF3	gff-version 3		321_fil.fq.gz	old update
740	chicken	GFF3	gff-version 3		740_AGTTCC_L001_R1_001.fastq,740_AGTTCC_L001_R1_001.fastq	old update
825	chicken				825_CCGTCC_L004_R1_001.fastq	old update
457	chicken	GFF3	gff-version 3		457_GCCAAT_L002_R1_001.fastq.gz	old update
248	chicken	GFF3	gff-version 3		s248_fil.fq.gz	old update
299	chicken	GFF3	gff-version 3		s299_fil.fq.gz	old update
123	chicken	GFF3	gff-version 3		s123_fil.fq.gz	old update
124	chicken	GFF3	gff-version 3		s124_fil.fq.gz	old update
156	chicken	GFF3	gff-version 3		s156_fil.fq.gz	old update
290	chicken	GFF3	gff-version 3		s290_fil.fq.gz	old update
246	chicken	GFF3	gff-version 3		s246_fil.fq.gz	old update
180	chicken	GFF3	gff-version 3		s180_fil.fq.gz	old update
164	chicken	GFF3	gff-version 3		s164_fil.fq.gz	old update
208	chicken	GFF3	gff-version 3		s208_fil.fq.gz	old update
163	chicken	GFF3	gff-version 3		s163_fil.fq.gz	old update
206	chicken	GFF3	gff-version 3		s206_fil.fq.gz	old update
67	chicken	GFF3	gff-version 3		s67_fil.fq.gz	old update
265	chicken	GFF3	gff-version 3		s265_fil.fq.gz	old update
172	chicken	GFF3	gff-version 3		s172_fil.fq.gz	old update
262	chicken	GFF3	gff-version 3		s262_fil.fq.gz	old update
175	chicken	GFF3	gff-version 3		s175_fil.fq.gz	old update
140	chicken	GFF3	gff-version 3		s140_fil.fq.gz	old update
286	chicken	GFF3	gff-version 3		s286_fil.fq.gz	old update
257	chicken	GFF3	gff-version 3		s257_fil.fq.gz	old update
147	chicken	GFF3	gff-version 3		s147_fil.fq.gz	old update
250	chicken	GFF3	gff-version 3		s250_fil.fq.gz	old update
135	chicken	GFF3	gff-version 3		s135_fil.fq.gz	old update
288	chicken	GFF3	gff-version 3		s288_fil.fq.gz	old update
259	chicken	GFF3	gff-version 3		s259_fil.fq.gz	old update
207	chicken	GFF3	gff-version 3		s207_fil.fq.gz	old update
162	chicken	GFF3	gff-version 3		s162_fil.fq.gz	old update
247	chicken	GFF3	gff-version 3		s247_fil.fq.gz	old update
181	chicken	GFF3	gff-version 3		s181_fil.fq.gz	old update
157	chicken	GFF3	gff-version 3		s157_fil.fq.gz	old update
291	chicken	GFF3	gff-version 3		s291_fil.fq.gz	old update
125	chicken	GFF3	gff-version 3		s125_fil.fq.gz	old update
159	chicken	GFF3	gff-version 3		s159_fil.fq.gz	old update
249	chicken	GFF3	gff-version 3		s249_fil.fq.gz	old update
289	chicken	GFF3	gff-version 3		s289_fil.fq.gz	old update
258	chicken	GFF3	gff-version 3		s258_fil.fq.gz	old update
133	chicken	GFF3	gff-version 3		s133_fil.fq.gz	old update
134	chicken	GFF3	gff-version 3		s134_fil.fq.gz	old update
148	chicken	GFF3	gff-version 3		s148_fil.fq.gz	old update
146	chicken	GFF3	gff-version 3		s146_fil.fq.gz	old update
280	chicken	GFF3	gff-version 3		s280_fil.fq.gz	old update
141	chicken	GFF3	gff-version 3		s141_fil.fq.gz	old update
287	chicken	GFF3	gff-version 3		s287_fil.fq.gz	old update
256	chicken	GFF3	gff-version 3		s256_fil.fq.gz	old update
263	chicken	GFF3	gff-version 3		s263_fil.fq.gz	old update
174	chicken	GFF3	gff-version 3		s174_fil.fq.gz	old update
264	chicken	GFF3	gff-version 3		s264_fil.fq.gz	old update
173	chicken	GFF3	gff-version 3		s173_fil.fq.gz	old update
66	chicken	GFF3	gff-version 3		s66_fil.fq.gz	old update
137	chicken	GFF3	gff-version 3		s137_fil.fq.gz	old update
284	chicken	GFF3	gff-version 3		s284_fil.fq.gz	old update
142	chicken	GFF3	gff-version 3		s142_fil.fq.gz	old update
139	chicken	GFF3	gff-version 3		s139_fil.fq.gz	old update
283	chicken	GFF3	gff-version 3		s283_fil.fq.gz	old update
145	chicken	GFF3	gff-version 3		s145_fil.fq.gz	old update
252	chicken	GFF3	gff-version 3		s252_fil.fq.gz	old update
267	chicken	GFF3	gff-version 3		s267_fil.fq.gz	old update
260	chicken	GFF3	gff-version 3		s260_fil.fq.gz	old update
177	chicken	GFF3	gff-version 3		s177_fil.fq.gz	old update
179	chicken	GFF3	gff-version 3		s179_fil.fq.gz	old update
278	chicken	GFF3	gff-version 3		s278_fil.fq.gz	old update
161	chicken	GFF3	gff-version 3		s161_fil.fq.gz	old update
276	chicken	GFF3	gff-version 3		s276_fil.fq.gz	old update
128	chicken	GFF3	gff-version 3		s128_fil.fq.gz	old update
292	chicken	GFF3	gff-version 3		s292_fil.fq.gz	old update
154	chicken	GFF3	gff-version 3		s154_fil.fq.gz	old update
182	chicken	GFF3	gff-version 3		s182_fil.fq.gz	old update
153	chicken	GFF3	gff-version 3		s153_fil.fq.gz	old update
126	chicken	GFF3	gff-version 3		s126_fil.fq.gz	old update
261	chicken	GFF3	gff-version 3		s261_fil.fq.gz	old update
176	chicken	GFF3	gff-version 3		s176_fil.fq.gz	old update
266	chicken	GFF3	gff-version 3		s266_fil.fq.gz	old update
138	chicken	GFF3	gff-version 3		s138_fil.fq.gz	old update
282	chicken	GFF3	gff-version 3		s282_fil.fq.gz	old update
144	chicken	GFF3	gff-version 3		s144_fil.fq.gz	old update
285	chicken	GFF3	gff-version 3		s285_fil.fq.gz	old update
143	chicken	GFF3	gff-version 3		s143_fil.fq.gz	old update
136	chicken	GFF3	gff-version 3		s136_fil.fq.gz	old update
127	chicken	GFF3	gff-version 3		s127_fil.fq.gz	old update
183	chicken	GFF3	gff-version 3		s183_fil.fq.gz	old update
245	chicken	GFF3	gff-version 3		s245_fil.fq.gz	old update
152	chicken	GFF3	gff-version 3		s152_fil.fq.gz	old update
184	chicken	GFF3	gff-version 3		s184_fil.fq.gz	old update
293	chicken	GFF3	gff-version 3		s293_fil.fq.gz	old update
155	chicken	GFF3	gff-version 3		s155_fil.fq.gz	old update
160	chicken	GFF3	gff-version 3		s160_fil.fq.gz	old update
279	chicken	GFF3	gff-version 3		s279_fil.fq.gz	old update
704	chicken	GFF3	gff-version 3		704_CCGTCC_L002_R1_001.fastq.gz	old update
703	chicken	GFF3	gff-version 3		703_ATGTCA_L002_R1_001.fastq.gz	old update
702	chicken	GFF3	gff-version 3		702_AGTTCC_L002_R1_001.fastq.gz	old update
705	chicken	GFF3	gff-version 3		705_GTCCGC_L002_R1_001.fastq.gz	old update
706	chicken	GFF3	gff-version 3		706_GTGAAA_L002_R1_001.fastq.gz	old update
701	chicken	GFF3	gff-version 3		701_AGTCAA_L002_R1_001.fastq.gz	old update
716	chicken	GFF3	gff-version 3		716_AGTCAA_L005_R1_001.fastq.gz	old update
718	chicken	GFF3	gff-version 3		718_CCGTCC_L005_R1_001.fastq.gz	old update
